   3.5000000e-01   3.1078369e+00   2.0331075e-02   9.4568539e-04   6.0259525e-02
   6.5000000e-01   2.9321040e+00   2.6815703e-02   1.3281108e-03   6.0553255e-02
   5.5000000e-01   3.3137492e+00   3.4157571e-02   1.4587924e-03   6.9942154e-02
   7.0000000e-01   2.6978317e+00   3.6498307e-02   1.9736838e-03   6.3126269e-02
   5.0000000e-01   2.8323685e+00   3.8683940e-02   1.9741754e-03   7.0954027e-02
   3.0000000e-01   2.6494847e+00   3.5903827e-02   1.9911254e-03   7.1673413e-02
   4.5000000e-01   2.6586334e+00   3.7806776e-02   2.0767358e-03   6.3934493e-02
   4.0000000e-01   2.5707558e+00   4.1761472e-02   2.3748122e-03   6.6041266e-02
   7.5000000e-01   2.6536233e+00   4.5427340e-02   2.4827299e-03   7.2433650e-02
   6.0000000e-01   2.5388070e+00   5.5514971e-02   3.1594054e-03   7.7908470e-02
   8.0000000e-01   1.8604463e+00   2.6294538e-01   1.6379305e-02   1.4362047e-01
   8.5000000e-01   1.6270378e+00   2.5068428e-01   1.7683542e-02   1.5292683e-01
   9.0000000e-01   1.2489990e+00   5.3695666e-01   3.1125140e-02   2.4549144e-01
   9.5000000e-01   6.7145332e-01   3.8338683e-01   3.4916008e-02   2.8863571e-01
   1.0000000e+00   1.1096665e-01   3.3628542e-02   2.5324509e-01   1.4780886e+01
