   3.0000000e-01   4.8278077e-01   1.6248509e-02   1.0866367e+00   5.1649977e+00
   3.5000000e-01   4.3081055e-01   1.2406459e-02   1.1228180e+00   5.3156902e+00
   4.0000000e-01   3.6830469e-01   1.5087164e-02   1.1702414e+00   5.5035594e+00
   4.5000000e-01   3.2434641e-01   1.0221326e-02   1.2000179e+00   5.6335956e+00
   5.0000000e-01   2.8153442e-01   1.8712088e-02   1.2350903e+00   5.7672065e+00
   5.5000000e-01   2.4215023e-01   1.5752790e-02   1.2628212e+00   5.8834117e+00
   6.0000000e-01   2.1752848e-01   1.7730071e-02   1.2812973e+00   5.9601307e+00
   6.5000000e-01   1.7863191e-01   1.1652539e-02   1.3072938e+00   6.0764446e+00
   7.0000000e-01   1.3663052e-01   1.6953000e-02   1.3391049e+00   6.2098625e+00
   7.5000000e-01   1.0192719e-01   8.9651219e-03   1.3605917e+00   6.3201388e+00
   8.0000000e-01   5.8701660e-02   2.0723792e-02   1.3931122e+00   6.4692493e+00
   8.5000000e-01   3.4077354e-02   1.5369008e-02   1.4073664e+00   6.5550876e+00
   9.0000000e-01   2.4409171e-02   1.9169336e-02   1.4131587e+00   6.5980359e+00
   9.5000000e-01   1.7173474e-02   4.1692340e-02   1.4164126e+00   6.6687678e+00
   1.0000000e+00   5.5491742e-03   3.2720220e-02   1.4183186e+00   6.7254067e+00
