   5.0000000e-01   3.2703149e+00   8.6238491e+00   8.4719486e-01   8.7239540e-01
   5.2000000e-01   3.3563123e+00   1.1202777e+01   8.7956262e-01   9.1692724e-01
   5.4000000e-01   1.8617410e+00   1.2082599e+01   9.6240210e-01   1.0167975e+00
   5.8000000e-01   1.3861741e+00   1.0981753e+01   9.8180746e-01   1.0390426e+00
   5.6000000e-01   1.0513453e+00   1.2040080e+01   1.0065628e+00   1.0716412e+00
   6.2000000e-01   2.1271095e-01   9.0793968e+00   1.0531920e+00   1.1308754e+00
   6.6000000e-01   1.1994182e-01   5.9628774e+00   1.0570145e+00   1.1341945e+00
   6.0000000e-01   1.4695861e-01   9.2019924e+00   1.0583928e+00   1.1382426e+00
   6.8000000e-01   1.0036688e-01   6.2205934e+00   1.0593969e+00   1.1380852e+00
   8.0000000e-01   7.3452707e-02   5.0880433e+00   1.0610419e+00   1.1397488e+00
   6.4000000e-01   9.3550746e-02   7.5119524e+00   1.0613204e+00   1.1417392e+00
   8.4000000e-01   6.2527840e-02   4.2294157e+00   1.0613735e+00   1.1393919e+00
   7.6000000e-01   7.5328226e-02   5.9917685e+00   1.0617673e+00   1.1415990e+00
   7.2000000e-01   6.3982601e-02   6.5012207e+00   1.0633472e+00   1.1443266e+00
   7.0000000e-01   4.9521616e-02   5.9419759e+00   1.0644708e+00   1.1458095e+00
   8.2000000e-01   3.7683569e-02   5.3640712e+00   1.0654412e+00   1.1470781e+00
   1.0000000e+00   2.7675439e-02   4.1637976e+00   1.0660110e+00   1.1473048e+00
   9.2000000e-01   1.8989323e-02   2.8937315e+00   1.0665420e+00   1.1470214e+00
   8.8000000e-01   1.8924500e-02   5.2104661e+00   1.0675499e+00   1.1504541e+00
   9.4000000e-01   1.4310650e-02   4.1866127e+00   1.0678312e+00   1.1504918e+00
   9.6000000e-01   1.1913484e-02   4.0297039e+00   1.0681157e+00   1.1509081e+00
   7.8000000e-01   7.4150481e-03   5.4865898e+00   1.0689280e+00   1.1527830e+00
   8.6000000e-01   4.5721574e-03   5.1774929e+00   1.0692291e+00   1.1532134e+00
   7.4000000e-01   5.2886278e-03   6.5893587e+00   1.0692403e+00   1.1534478e+00
   9.8000000e-01   1.0916164e-03   3.7943883e+00   1.0696102e+00   1.1534685e+00
   9.0000000e-01   3.8960176e-05   3.9761298e+00   1.0697620e+00   1.1538105e+00
