%alpha pi1 pi2 lambda std dev  
 4.2500000e-01   6.7367487e+00   1.0366920e-02   1.8920576e-04   6.4150493e-02
   3.7500000e-01   6.7943229e+00   1.1654677e-02   2.1032397e-04   6.4253374e-02
   3.0000000e-01   6.2302843e+00   2.0172658e-02   4.0492195e-04   6.5150765e-02
   4.0000000e-01   5.9638392e+00   3.4184282e-02   7.2075914e-04   6.6614197e-02
   3.2500000e-01   7.0577127e+00   6.7140477e-02   1.1330771e-03   6.8768364e-02
   3.5000000e-01   3.5901014e+00   3.9824708e-02   1.5427517e-03   6.9946265e-02
   4.5000000e-01   3.0898487e+00   1.7538278e-01   7.3069763e-03   9.6109692e-02
   4.7500000e-01   7.4519561e+00   5.6542608e-01   7.6540944e-03   1.0423872e-01
   5.0000000e-01   4.3711632e+00   4.0550985e-01   1.0329181e-02   1.1358232e-01
   5.7500000e-01   3.5511879e+00   3.5330122e-01   1.1382103e-02   1.1749439e-01
   6.0000000e-01   3.2448513e+00   3.5352485e-01   1.2420713e-02   1.2239035e-01
   5.2500000e-01   2.8527500e+00   3.1283076e-01   1.2758678e-02   1.2329716e-01
   5.5000000e-01   3.3657486e+00   4.2186480e-01   1.3723173e-02   1.2991737e-01
   6.5000000e-01   2.7184649e+00   4.4371591e-01   1.7161901e-02   1.4777196e-01
   6.2500000e-01   2.1906591e+00   3.9602768e-01   1.8945946e-02   1.5657361e-01
   6.7500000e-01   2.7434201e+00   5.5407759e-01   1.9678080e-02   1.6364173e-01
   7.2500000e-01   2.2404661e+00   4.8988268e-01   2.1257720e-02   1.7145708e-01
   7.0000000e-01   1.5402528e+00   4.1894014e-01   2.5061179e-02   1.9416998e-01
   7.5000000e-01   1.4904640e+00   4.2417481e-01   2.5726842e-02   1.9891935e-01
   7.7500000e-01   1.0469540e+00   3.9025152e-01   2.9873770e-02   2.3061444e-01
   8.0000000e-01   7.4286197e-01   3.0625997e-01   3.1583207e-02   2.4636041e-01
   8.2500000e-01   1.1393402e+00   5.1047741e-01   3.1757395e-02   2.4894888e-01
   8.5000000e-01   8.6558204e-01   4.0601017e-01   3.2735699e-02   2.5713767e-01
   8.7500000e-01   5.3231707e-01   2.8306393e-01   3.4403265e-02   2.7779887e-01
   9.0000000e-01   7.1575778e-01   4.8337672e-01   3.5893001e-02   3.0138150e-01
   9.5000000e-01   4.2339067e-01   2.9809336e-01   3.6394210e-02   3.1121244e-01
   9.6000000e-01   4.2798408e-01   3.2277655e-01   3.6718453e-02   3.1884360e-01
   9.7000000e-01   5.5311276e-01   5.0542498e-01   3.7159647e-02   3.3978467e-01
   9.9000000e-01   4.0826113e-01   3.6519197e-01   3.7226116e-02   3.3881094e-01
   9.8000000e-01   3.5980986e-01   3.9189706e-01   3.7261916e-02   3.6231809e-01
