   3.5000000e-01   4.4728050e+00   3.6014120e-04   4.5369363e-05   2.0048333e-01
   3.0000000e-01   5.3207596e+00   4.0606766e-03   3.6746114e-04   2.0185431e-01
   5.0000000e-01   2.2670043e+00   2.7229788e-03   1.3593619e-03   2.0420724e-01
   4.5000000e-01   2.6875176e+00   5.7729372e-03   1.9754345e-03   2.0620652e-01
   5.5000000e-01   3.0208959e+00   9.7500351e-03   2.6082431e-03   2.0840882e-01
   4.0000000e-01   3.4628438e+00   1.8094155e-02   3.6588470e-03   2.1237083e-01
   6.0000000e-01   3.3201978e+00   2.0602303e-02   4.5056440e-03   2.1491257e-01
   6.5000000e-01   2.0649203e+00   1.7502588e-02   1.0238867e-02   2.3064207e-01
   7.0000000e-01   1.8911454e+00   4.5974240e-02   2.8972288e-02   2.8760813e-01
   7.5000000e-01   1.9629475e+00   8.6510440e-02   4.4543227e-02   3.3470234e-01
   8.0000000e-01   1.9800966e+00   2.7504138e-01   9.2930869e-02   5.0072316e-01
   8.5000000e-01   6.4248851e-01   3.0834663e-01   2.1332826e-01   9.3971093e-01
   1.0000000e+00   2.3993002e-01   3.5097945e-01   2.3450798e-01   1.2088760e+00
   9.5000000e-01   1.9839603e-01   1.7944958e-01   2.3749783e-01   1.1326415e+00
   9.0000000e-01   2.6136536e-01   2.0762742e-01   2.3764877e-01   1.1029297e+00
