   3.5000000e-01   1.7283122e+00   9.6886933e-05   1.1051979e-01   3.8710542e-01
   3.0000000e-01   1.7283122e+00   9.6886933e-05   1.1051979e-01   3.8710542e-01
   4.0000000e-01   1.7068431e+00   7.0598993e-05   1.1088474e-01   3.9405848e-01
   4.5000000e-01   1.6277844e+00   5.2623608e-05   1.1802845e-01   4.6735345e-01
   5.0000000e-01   1.6550078e+00   2.2404543e-04   1.2319381e-01   4.7316572e-01
   5.5000000e-01   1.5141288e+00   7.7559042e-02   4.1465527e-01   9.3989336e-01
   6.0000000e-01   1.0048363e+00   1.4281920e-01   7.0702422e-01   1.4466406e+00
   6.5000000e-01   4.7391506e-01   1.7996246e-01   1.0048917e+00   1.9925731e+00
   7.0000000e-01   2.6327377e-01   1.3533456e-01   1.1106558e+00   2.2237821e+00
   7.5000000e-01   1.9392408e-01   1.5416391e-01   1.1501618e+00   2.3227552e+00
   8.0000000e-01   1.3061977e-01   1.3903377e-01   1.1786996e+00   2.4156032e+00
   8.5000000e-01   8.3447644e-02   1.3805260e-01   1.1975959e+00   2.5020326e+00
   9.0000000e-01   7.3894776e-02   1.9334449e-01   1.2025748e+00   2.5409383e+00
   9.5000000e-01   6.5706755e-02   1.7552247e-01   1.2043806e+00   2.5527184e+00
   1.0000000e+00   3.6959879e-02   1.9757696e-01   1.2074294e+00   2.6420761e+00
