   3.0000000e-01   3.9066824e+00   1.0630941e-02   1.1174002e-01   1.1963019e-01
   4.0000000e-01   3.6209953e+00   2.0435331e-02   1.1722775e-01   1.2462599e-01
   3.5000000e-01   3.8043709e+00   3.7688846e-02   1.2424177e-01   1.3075380e-01
   4.5000000e-01   3.6014974e+00   4.8231523e-01   2.8874528e-01   2.7613895e-01
   5.0000000e-01   1.8230237e+00   2.1281706e+00   7.4665577e-01   7.1912739e-01
   5.5000000e-01   1.0279385e+00   1.7211761e+00   8.4371616e-01   8.2478346e-01
   6.0000000e-01   2.3599906e-01   1.6987576e+00   1.0142842e+00   1.0498054e+00
   6.5000000e-01   1.6636875e-01   1.7336872e+00   1.0312278e+00   1.0781327e+00
   8.0000000e-01   2.7507095e-02   2.2010177e+00   1.0642884e+00   1.1420050e+00
   1.0000000e+00   2.8179043e-02   2.6445346e+00   1.0647183e+00   1.1431590e+00
   7.5000000e-01   2.1904759e-02   2.4092696e+00   1.0656263e+00   1.1447320e+00
   9.0000000e-01   1.0745535e-02   2.3665951e+00   1.0677172e+00   1.1490493e+00
   8.5000000e-01   8.3713863e-03   1.9492585e+00   1.0679876e+00   1.1537772e+00
   7.0000000e-01   5.2016389e-03   2.2495781e+00   1.0687467e+00   1.1515123e+00
   9.5000000e-01   2.2346010e-03   3.2991728e+00   1.0694167e+00   1.1528599e+00
